genre,rank_within_genre,tmdb_id,title,release_year,release_date,popularity,vote_average,vote_count,poster_url,overview,source_tmdb_genres,source_sort_orders
Fantasy,50,1147400,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",2024,2024-02-11,5.1043,7.3,545,https://image.tmdb.org/t/p/w500/7Md3nuV0ZprBTnkdR3OrUCEsrSP.jpg,Ladybug and Cat Noir discover the existence of a parallel universe in which they're supervillains determined to seize the Butterfly Miraculous.,Fantasy,primary_release_date.desc
Film-Noir,1,1083381,Backrooms,2026,2026-05-27,150.3394,6.9,734,https://image.tmdb.org/t/p/w500/rhGx6E3qRNMgj3i5su2oukNHwIQ.jpg,A strange doorway appears in the basement of a furniture showroom.,Mystery,primary_release_date.desc|popularity.desc
Film-Noir,2,1439930,The Punisher: One Last Kill,2026,2026-05-12,126.4529,8.343,1717,https://image.tmdb.org/t/p/w500/qQclTgLMDvGBuUBFGHRipxkEwWR.jpg,"As Frank Castle searches for meaning beyond revenge, an unexpected force pulls him back into the fight.",Crime,primary_release_date.desc|popularity.desc|vote_average.desc
Film-Noir,3,1330021,Remarkably Bright Creatures,2026,2026-05-07,29.4338,8.573,668,https://image.tmdb.org/t/p/w500/9HcEqn3D4J6b2Z0jK54id9nA0fr.jpg,"Through unlikely bonds formed during night shifts at a local aquarium, Tova, an elderly widow, learns of a life-changing discovery that may bring her joy and wonder once again.",Mystery,primary_release_date.desc|popularity.desc|vote_average.desc
Film-Noir,4,1301421,The Sheep Detectives,2026,2026-04-30,212.1504,7.642,316,https://image.tmdb.org/t/p/w500/6QtL9rl3Zb4d8qW6EJ4qO5hSSfU.jpg,"George Hardy is a shepherd who reads detective novels to his beloved sheep every night, assuming they can't possibly understand. But when a mysterious incident disrupts life on the farm, the sheep realize they must become the detectives. As they follow the clues and investigate human suspects, they prove that even sheep can be brilliant crime-solvers.",Crime|Mystery,primary_release_date.desc|popularity.desc|vote_average.desc
Film-Noir,5,1304313,Lee Cronin's The Mummy,2026,2026-04-15,135.4728,8.023,1973,https://image.tmdb.org/t/p/w500/1q308iixueCU4pFtSYugNOevtNx.jpg,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",Mystery,primary_release_date.desc|popularity.desc|vote_average.desc
Film-Noir,6,1115544,Mike & Nick & Nick & Alice,2026,2026-03-14,15.4241,6.694,373,https://image.tmdb.org/t/p/w500/7F0jc75HrSkLVcvOXR2FXAIwuEv.jpg,"Two gangsters and the woman they love try to survive the most dangerous night of their lives. As if that wasn’t enough, there’s one wild ingredient added to the mix: a time machine.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,7,1480387,undertone,2026,2026-03-12,28.6924,6.126,278,https://image.tmdb.org/t/p/w500/2PFgFMnrdCPXWiZl1PUvky7Mo9D.jpg,The host of a popular paranormal podcast becomes haunted by terrifying recordings mysteriously sent her way.,Mystery,primary_release_date.desc|popularity.desc
Film-Noir,8,875828,Peaky Blinders: The Immortal Man,2026,2026-03-05,22.8884,7.248,1038,https://image.tmdb.org/t/p/w500/gRMalasZEzsZi4w2VFuYusfSfqf.jpg,"After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,9,1159559,Scream 7,2026,2026-02-25,47.3752,6.188,1080,https://image.tmdb.org/t/p/w500/jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",Crime|Mystery,primary_release_date.desc|popularity.desc
Film-Noir,10,1171145,Crime 101,2026,2026-02-11,37.8193,6.997,1105,https://image.tmdb.org/t/p/w500/tVvpFIoteRHNnoZMhdnwIVwJpCA.jpg,"When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,11,1116201,Iron Lung,2026,2026-01-30,19.1896,6.964,294,https://image.tmdb.org/t/p/w500/sIwakdbMGS1krtgendTWpxTY9Hw.jpg,"In a post-apocalyptic future where an event known as ""The Quiet Rapture"" caused all known stars and habitable planets in the universe to disappear, a convict is sent to search an ocean of blood discovered on a desolate moon, using a small submarine nicknamed the ""Iron Lung"".",Mystery,primary_release_date.desc|popularity.desc
Film-Noir,12,1290821,Shelter,2026,2026-01-28,43.8481,7.681,1304,https://image.tmdb.org/t/p/w500/buPFnHZ3xQy6vZEHxbHgL1Pc6CR.jpg,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,13,1168190,The Wrecking Crew,2026,2026-01-28,29.7056,7.029,1089,https://image.tmdb.org/t/p/w500/gbVwHl4YPSq6BcC92TQpe7qUTh6.jpg,"Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.",Crime|Mystery,primary_release_date.desc|popularity.desc
Film-Noir,14,1193501,Whistle,2026,2026-01-20,14.3937,6.329,488,https://image.tmdb.org/t/p/w500/vgonf5kGsiijUBjzxKTvechhT28.jpg,"A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",Mystery,primary_release_date.desc|popularity.desc
Film-Noir,15,1306368,The Rip,2026,2026-01-13,20.9822,7.088,1693,https://image.tmdb.org/t/p/w500/4wsYWH73Hb1B6noGIFaRQSAkuXj.jpg,"Trust frays when a team of Miami cops discovers millions in cash inside a run-down stash house, calling everyone — and everything — into question.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,16,1368166,The Housemaid,2025,2025-12-18,53.8426,7.267,2498,https://image.tmdb.org/t/p/w500/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",Mystery,primary_release_date.desc|popularity.desc
Film-Noir,17,1291608,Dhurandhar,2025,2025-12-05,59.8702,7.274,312,https://image.tmdb.org/t/p/w500/snBOuXDdhmTvlzMUvP9Em3Pp1u1.jpg,"A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,18,1084242,Zootopia 2,2025,2025-11-26,72.2435,7.671,2993,https://image.tmdb.org/t/p/w500/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",Mystery,primary_release_date.desc|popularity.desc|vote_average.desc
Film-Noir,19,812583,Wake Up Dead Man: A Knives Out Mystery,2025,2025-11-26,10.4972,7.206,2565,https://image.tmdb.org/t/p/w500/qCOGGi8JBVEZMc3DVby8rUivyXz.jpg,"When young priest Jud Duplenticy is sent to assist charismatic firebrand Monsignor Jefferson Wicks, it’s clear that all is not well in the pews. After a sudden and seemingly impossible murder rocks the town, the lack of an obvious suspect prompts local police chief Geraldine Scott to join forces with renowned detective Benoit Blanc to unravel a mystery that defies all logic.",Mystery,primary_release_date.desc|popularity.desc
Film-Noir,20,1218762,Jingle Bell Heist,2025,2025-11-25,1.0475,6.025,256,https://image.tmdb.org/t/p/w500/rVOQF2Ucekug1B80A9crVx7Jn90.jpg,Two down-on-their-luck hourly workers team up to rob a posh London department store on Christmas Eve. Will they steal each other's hearts along the way?,Crime,primary_release_date.desc
Film-Noir,21,628847,Trap House,2025,2025-11-14,8.509,6.593,281,https://image.tmdb.org/t/p/w500/6tpAPeuuqbVnYWWPoOLEDLSBU7a.jpg,"An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves – their own rebellious teenagers, who have begun robbing from a dangerous cartel, using their parents' tactics and top-secret intel to do it.",Crime,primary_release_date.desc
Film-Noir,22,425274,Now You See Me: Now You Don't,2025,2025-11-12,25.5161,6.496,1590,https://image.tmdb.org/t/p/w500/oD3Eey4e4Z259XLm3eD3WGcoJAh.jpg,"The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,23,1400782,The Perfect Neighbor,2025,2025-10-10,2.7813,6.802,296,https://image.tmdb.org/t/p/w500/2NE7yN45zo19o4LJr6JFxDWmh2b.jpg,"Police bodycam footage reveals how a long-running neighborhood dispute turned fatal in this documentary about fear, prejudice and Stand Your Ground laws.",Crime,primary_release_date.desc
Film-Noir,24,1290879,The Woman in Cabin 10,2025,2025-10-09,3.929,6.185,1046,https://image.tmdb.org/t/p/w500/4kpdyePOlcELQQJcxXPF5GB1Adw.jpg,"On a lavish yacht for an assignment, a journalist sees a passenger go overboard. But when no one believes her, she risks her life to uncover the truth.",Crime|Mystery,primary_release_date.desc
Film-Noir,25,1242419,Roofman,2025,2025-10-06,7.3243,7.085,842,https://image.tmdb.org/t/p/w500/wXDFtcnYtevleGzCmAD2ReQnJ4l.jpg,"A former Army Ranger and struggling father turns to robbing McDonald’s restaurants by cutting holes in their roofs, earning him the nickname ""Roofman."" After escaping prison, he secretly lives inside a Toys “R” Us for six months, surviving undetected while planning his next move. But when he falls for a divorced mom drawn to his undeniable charm, his double life begins to unravel, setting off a compelling and suspenseful game of cat and mouse as his past closes in.",Crime,primary_release_date.desc
Film-Noir,26,1456349,It Was Just an Accident,2025,2025-10-01,4.1211,7.146,587,https://image.tmdb.org/t/p/w500/eNYGj2DG3n8OrVPTfYunpPW9uas.jpg,An unassuming mechanic is reminded of his time in an Iranian prison when he encounters a man he suspects to be his sadistic jailhouse captor.,Crime|Mystery,primary_release_date.desc
Film-Noir,27,941109,Play Dirty,2025,2025-09-30,10.9208,6.566,641,https://image.tmdb.org/t/p/w500/ovZ0zq0NwRghtWI1oLaM0lWuoEw.jpg,"Expert thief Parker gets a shot at a major heist, but to pull it off he and his team must outsmart a South American dictator, the New York mob, and the world's richest man.",Crime,primary_release_date.desc
Film-Noir,28,639988,No Other Choice,2025,2025-09-24,8.6926,7.5,1115,https://image.tmdb.org/t/p/w500/vc2S0dvgpsM0XfSiXZDMVkRCSSU.jpg,"After being laid off and humiliated by a ruthless job market, a veteran paper mill manager descends into violence in a desperate bid to reclaim his dignity.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,29,1054867,One Battle After Another,2025,2025-09-23,16.1172,7.35,3828,https://image.tmdb.org/t/p/w500/lbBWwxBht4JFP5PsuJ5onpMqugW.jpg,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,30,1408208,Exit 8,2025,2025-08-28,19.9391,6.863,512,https://image.tmdb.org/t/p/w500/nQXYTvm6AY4WmtcPskroqC7Skh.jpg,"A man trapped in an endless sterile subway passageway sets out to find Exit 8. The rules of his quest are simple: do not overlook anything out of the ordinary. If you discover an anomaly, turn back immediately. If you don’t, carry on. Then leave from Exit 8. But even a single oversight will send him back to the beginning. Will he ever reach his goal and escape this infinite corridor?",Mystery,primary_release_date.desc|popularity.desc
Film-Noir,31,1245993,Caught Stealing,2025,2025-08-26,4.3868,6.863,1001,https://image.tmdb.org/t/p/w500/cvda8s5J8YaHjTyEyXQpvD6f3iV.jpg,"Burned-out ex-baseball player Hank Thompson unexpectedly finds himself embroiled in a dangerous struggle for survival amidst the criminal underbelly of late 1990s New York City, forced to navigate a treacherous underworld he never imagined.",Crime,primary_release_date.desc
Film-Noir,32,744653,The Thursday Murder Club,2025,2025-08-22,4.2463,6.591,1032,https://image.tmdb.org/t/p/w500/jbnazCHr8S2l2glyvjPTpa4NbEw.jpg,A group of senior sleuths passionate about solving cold cases get plunged into a real-life murder mystery in this comic crime caper.,Crime|Mystery,primary_release_date.desc
Film-Noir,33,1151334,Eenie Meanie,2025,2025-08-21,4.1202,6.319,329,https://image.tmdb.org/t/p/w500/12Va3oO3oYUdOd75zM57Nx1976a.jpg,A former teenage getaway driver gets dragged back into her unsavory past when a former employer offers her a chance to save the life of her chronically unreliable ex-boyfriend.,Crime,primary_release_date.desc
Film-Noir,34,1419406,The Shadow's Edge,2025,2025-08-16,89.0269,7.813,900,https://image.tmdb.org/t/p/w500/cHKo3m8N1fwvEy2ZEr0xGmmMODV.jpg,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,Crime,primary_release_date.desc|popularity.desc|vote_average.desc
Film-Noir,35,1254624,Night Always Comes,2025,2025-08-15,2.5547,6.1,275,https://image.tmdb.org/t/p/w500/1jDo1nG7rtjaaQGpr6e73x9i9Xp.jpg,"Facing eviction in a city her family can no longer afford, a woman plunges into a desperate and increasingly dangerous all-night search to raise $25,000.",Crime,primary_release_date.desc
Film-Noir,36,1078605,Weapons,2025,2025-08-04,17.1243,7.257,3516,https://image.tmdb.org/t/p/w500/cpf7vsRZ0MYRQcnLWteD5jK9ymT.jpg,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",Mystery,primary_release_date.desc|popularity.desc
Film-Noir,37,1196573,She Rides Shotgun,2025,2025-07-31,5.3815,7.012,291,https://image.tmdb.org/t/p/w500/nvqW8mOm818QDio3GKKmPLK8kXj.jpg,"Newly released from prison and marked for death by unrelenting enemies, Nate must now protect his estranged 11-year-old daughter, Polly, at all costs. With scant resources and no one to trust, Nate and Polly forge a bond under fire as he shows her how to fight and survive—and she teaches him the true meaning of unconditional love.",Crime,primary_release_date.desc
Film-Noir,38,1035259,The Naked Gun,2025,2025-07-30,11.9409,6.372,1769,https://image.tmdb.org/t/p/w500/rwla9vqzrKVVKVKiOuROTIXGsxj.jpg,"Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr. Following in his father's footsteps, he must solve a murder case to prevent Police Squad from closure.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,39,1106289,The Pickup,2025,2025-07-27,4.8327,6.397,481,https://image.tmdb.org/t/p/w500/vFWvWhfAvij8UIngg2Vf6JV95Cr.jpg,A routine cash pickup takes a wild turn when mismatched armored truck drivers Russell and Travis are ambushed by ruthless criminals led by savvy mastermind Zoe.,Crime,primary_release_date.desc
Film-Noir,40,1175942,The Bad Guys 2,2025,2025-07-24,15.5725,7.652,801,https://image.tmdb.org/t/p/w500/26oSPnq0ct59l07QOXZKyzsiRtN.jpg,"The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw coming: The Bad Girls.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,41,926606,The Home,2025,2025-07-24,3.1556,6.873,271,https://image.tmdb.org/t/p/w500/qyGY1k5GqAORsVhfZA3gFKirZWD.jpg,"A troubled man starts working at a retirement home and realizes its residents and caretakers harbor sinister secrets. As he investigates the building and its forbidden fourth floor, he starts to uncover connections to his own past and upbringing as a foster child.",Mystery,primary_release_date.desc
Film-Noir,42,1220564,The Secret Agent,2025,2025-07-23,6.7714,7.242,724,https://image.tmdb.org/t/p/w500/iLE2YOmeboeTDC7GlOp1dzh1VFo.jpg,"Brazil, 1977. Marcelo, a technology expert in his early 40s, is on the run. Hoping to reunite with his son, he travels to Recife during Carnival but soon realizes that the city is not the safe haven he was expecting.",Crime,primary_release_date.desc
Film-Noir,43,648878,Eddington,2025,2025-07-16,4.3701,6.5,828,https://image.tmdb.org/t/p/w500/4GIqZUgPZ146BhibsPHMHef2nXX.jpg,"In May of 2020, a standoff between a small-town sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in Eddington, New Mexico.",Crime,primary_release_date.desc
Film-Noir,44,1239193,Deep Cover,2025,2025-06-12,5.6675,6.711,592,https://image.tmdb.org/t/p/w500/yYfaChljpg6eo9ZlFyTmI81PMZC.jpg,"Kat is an improv comedy teacher beginning to question if she’s missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate London’s gangland by impersonating dangerous criminals.",Crime,primary_release_date.desc
Film-Noir,45,1426776,STRAW,2025,2025-06-05,8.6792,7.71,966,https://image.tmdb.org/t/p/w500/t3cmnXYtxJb9vVL1ThvT2CWSe1n.jpg,What will be her last straw? A devastatingly bad day pushes a hardworking single mother to the breaking point — and into a shocking act of desperation.,Crime,primary_release_date.desc
Film-Noir,46,541671,Ballerina,2025,2025-06-04,19.9223,7.256,2687,https://image.tmdb.org/t/p/w500/2VUmvqsHb6cEtdfscEA6fqqVzLg.jpg,"Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",Crime,primary_release_date.desc|popularity.desc
Film-Noir,47,1397832,A Widow's Game,2025,2025-05-30,2.9473,6.3,283,https://image.tmdb.org/t/p/w500/yZOdrJDl2GwREoigC0y40kMosxj.jpg,"When a man is found dead, the investigation shatters his widow's perfect facade and exposes a hidden double life in this thriller based on real events.",Mystery,primary_release_date.desc
Film-Noir,48,1137350,The Phoenician Scheme,2025,2025-05-23,5.7534,6.5,937,https://image.tmdb.org/t/p/w500/u2jxeYLXTYfu0bqJmnLGIgZswib.jpg,"Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreign terrorists, and determined assassins.",Crime,primary_release_date.desc
Film-Noir,49,1098006,Fountain of Youth,2025,2025-05-19,5.4194,6.261,945,https://image.tmdb.org/t/p/w500/4iWjGghUj2uyHo2Hyw8NFBvsNGm.jpg,"A treasure-hunting mastermind assembles a team for a life-changing adventure. But to outwit and outrun threats at every turn, he'll need someone even smarter than he is: his estranged sister.",Mystery,primary_release_date.desc
Film-Noir,50,574475,Final Destination Bloodlines,2025,2025-05-14,18.9759,7.038,2897,https://image.tmdb.org/t/p/w500/6WxhEvFsauuACfv8HyoVX6mZKFj.jpg,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",Mystery,primary_release_date.desc|popularity.desc
Horror,1,1083381,Backrooms,2026,2026-05-27,150.3394,6.9,734,https://image.tmdb.org/t/p/w500/rhGx6E3qRNMgj3i5su2oukNHwIQ.jpg,A strange doorway appears in the basement of a furniture showroom.,Horror,primary_release_date.desc|popularity.desc
Horror,2,1339713,Obsession,2026,2026-05-13,498.2651,7.9,986,https://image.tmdb.org/t/p/w500/bRwnj8WEKBCvmfeUNOukJPwB43K.jpg,"After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",Horror,primary_release_date.desc|popularity.desc|vote_average.desc
Horror,3,1430077,Hokum,2026,2026-04-29,78.1877,6.907,403,https://image.tmdb.org/t/p/w500/jKPWwsbAM6HKURPYQ1eG8DmKMKn.jpg,"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",Horror,primary_release_date.desc|popularity.desc
Horror,4,1304313,Lee Cronin's The Mummy,2026,2026-04-15,135.4728,8.023,1973,https://image.tmdb.org/t/p/w500/1q308iixueCU4pFtSYugNOevtNx.jpg,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",Horror,primary_release_date.desc|popularity.desc|vote_average.desc
Horror,5,1290417,Thrash,2026,2026-04-10,22.1278,6.062,661,https://image.tmdb.org/t/p/w500/adk8weka3O5648g3de4z3y4aE7G.jpg,"When a Category 5 hurricane decimates a coastal town, the storm surge brings devastation, chaos, and something far more frightening onto shore: hungry sharks.",Horror,primary_release_date.desc|popularity.desc
Horror,6,1292695,They Will Kill You,2026,2026-03-25,32.7297,7.013,824,https://image.tmdb.org/t/p/w500/nSXCFSvI2p5WLgMrOHACbVnEJSR.jpg,"A woman answers a help wanted ad to be a housekeeper in a mysterious New York City high-rise, unaware that she is entering a community that has seen a number of disappearances over the years and may be under the grip of a Satanic cult.",Horror,primary_release_date.desc|popularity.desc
Horror,7,1266127,Ready or Not: Here I Come,2026,2026-03-19,29.8413,7.703,1107,https://image.tmdb.org/t/p/w500/13ZcJzSGEqVgDSqsS9U5EkQwPkV.jpg,"Moments after surviving an all-out attack from the Le Domas family, Grace discovers she’s reached the next level of the nightmarish game — and this time with her estranged sister Faith at her side. Grace has one chance to survive, keep her sister alive, and claim the High Seat of the Council that controls the world. Four rival families are hunting her for the throne, and whoever wins rules it all.",Horror,primary_release_date.desc|popularity.desc|vote_average.desc
Horror,8,1084187,Pretty Lethal,2026,2026-03-13,35.9619,6.769,422,https://image.tmdb.org/t/p/w500/znTPnXCK3lEQJgqXCvP7e5FUz6f.jpg,A troupe of ballerinas find themselves fighting for survival as they attempt to escape from a remote inn after their bus breaks down on the way to a dance competition.,Horror,primary_release_date.desc|popularity.desc
Horror,9,1480387,undertone,2026,2026-03-12,28.6924,6.126,278,https://image.tmdb.org/t/p/w500/2PFgFMnrdCPXWiZl1PUvky7Mo9D.jpg,The host of a popular paranormal podcast becomes haunted by terrifying recordings mysteriously sent her way.,Horror,primary_release_date.desc|popularity.desc
Horror,10,1159831,The Bride!,2026,2026-03-04,15.8079,6.141,541,https://image.tmdb.org/t/p/w500/lV8YHwGkYZsm6EfIqnhaSz2avKt.jpg,A lonely Frankenstein travels to 1930s Chicago to ask groundbreaking scientist Dr. Euphronious to create a companion for him. The two revive a murdered young woman and The Bride is born. But what ensues is beyond what either of them imagined.,Horror,primary_release_date.desc|popularity.desc
Horror,11,1159559,Scream 7,2026,2026-02-25,47.3752,6.188,1080,https://image.tmdb.org/t/p/w500/jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",Horror,primary_release_date.desc|popularity.desc
Horror,12,1116201,Iron Lung,2026,2026-01-30,19.1896,6.964,294,https://image.tmdb.org/t/p/w500/sIwakdbMGS1krtgendTWpxTY9Hw.jpg,"In a post-apocalyptic future where an event known as ""The Quiet Rapture"" caused all known stars and habitable planets in the universe to disappear, a convict is sent to search an ocean of blood discovered on a desolate moon, using a small submarine nicknamed the ""Iron Lung"".",Horror,primary_release_date.desc|popularity.desc
Horror,13,1198994,Send Help,2026,2026-01-22,37.8821,7.04,1830,https://image.tmdb.org/t/p/w500/zbJWVHOtj3ljBzWgL1P8pxP03Up.jpg,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",Horror,primary_release_date.desc|popularity.desc
Horror,14,696393,Cold Storage,2026,2026-01-22,10.255,6.778,533,https://image.tmdb.org/t/p/w500/3HA2iiq982e01EKXJvPFyfMADVM.jpg,"When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extinction.",Horror,primary_release_date.desc|popularity.desc
Horror,15,1193501,Whistle,2026,2026-01-20,14.3937,6.329,488,https://image.tmdb.org/t/p/w500/vgonf5kGsiijUBjzxKTvechhT28.jpg,"A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",Horror,primary_release_date.desc|popularity.desc
Horror,16,1272837,28 Years Later: The Bone Temple,2026,2026-01-14,28.9364,7.134,1329,https://image.tmdb.org/t/p/w500/kK1BGkG3KAvWB0WMV1DfOx9yTMZ.jpg,Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,Horror,primary_release_date.desc|popularity.desc
Horror,17,1315303,Primate,2026,2026-01-01,12.068,6.524,699,https://image.tmdb.org/t/p/w500/rKleYiEj4pFqxedTRWfujLooi84.jpg,"College student Lucy and her friends spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a rabid animal, the group must fight for their lives in order to avoid the now-violent chimp.",Horror,primary_release_date.desc|popularity.desc
Horror,18,1198984,We Bury the Dead,2026,2026-01-01,8.957,6.062,267,https://image.tmdb.org/t/p/w500/xZqo0yPARmyF8TACVNyaOACkYWG.jpg,"After a catastrophic military disaster reanimates the dead, Ava searches for her missing husband amidst an increasingly hostile world.",Horror,primary_release_date.desc|popularity.desc
Horror,19,1043197,Dust Bunny,2025,2025-12-11,6.5663,6.7,328,https://image.tmdb.org/t/p/w500/qa5aZpO8tQqhlDaE0flalS1TuIS.jpg,"Ten-year-old Aurora asks her hitman neighbor to kill the monster under her bed that she claims ate her family. To protect her, he must battle an onslaught of assassins while accepting that some monsters are real.",Horror,primary_release_date.desc
Horror,20,1228246,Five Nights at Freddy's 2,2025,2025-12-03,18.9124,6.636,1002,https://image.tmdb.org/t/p/w500/udAxQEORq2I5wxI97N2TEqdhzBE.jpg,"One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",Horror,primary_release_date.desc|popularity.desc
Horror,21,1062722,Frankenstein,2025,2025-10-17,17.9496,7.637,3527,https://image.tmdb.org/t/p/w500/g4JtvGlQO7DByTI6frUobqvSL3R.jpg,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",Horror,primary_release_date.desc|popularity.desc|vote_average.desc
Horror,22,1197137,Black Phone 2,2025,2025-10-15,13.1392,6.698,1167,https://image.tmdb.org/t/p/w500/gFddBLQ8wj9M9O82iPzgX5KVNHz.jpg,"Four years after defeating The Grabber, Finney Blake is struggling with life after captivity. When his younger sister Gwen begins receiving calls in her dreams from the Black Phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine.",Horror,primary_release_date.desc|popularity.desc
Horror,23,1422096,Good Boy,2025,2025-10-01,7.0748,6.657,642,https://image.tmdb.org/t/p/w500/daInKxjoRNLFWIus64fHAy91V0k.jpg,"A loyal dog moves to a rural family home with his owner Todd, only to discover supernatural forces lurking in the shadows. As dark entities threaten his human companion, the brave pup must fight to protect the one he loves most.",Horror,primary_release_date.desc
