genre,rank_within_genre,tmdb_id,title,release_year,release_date,popularity,vote_average,vote_count,poster_url,overview,source_tmdb_genres,source_sort_orders
Action,1,1228710,The Mandalorian and Grogu,2026,2026-05-20,180.214,6.7,522,https://image.tmdb.org/t/p/w500/5Vi8dSauVwH1HOsiZceDMbRr1Ca.jpg,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.",Action,primary_release_date.desc|popularity.desc
Action,2,1380291,Tom Clancy's Jack Ryan: Ghost War,2026,2026-05-20,92.0072,7.041,611,https://image.tmdb.org/t/p/w500/8ehYxUh5MWE41AeE9gkHE8DKzvB.jpg,"Jack Ryan is reluctantly pulled back into espionage when an international covert mission unravels a deadly conspiracy. Racing against time, he joins CIA allies Mike November & James Greer and sharp MI6 officer Emma Marlowe to battle a rogue black-ops unit in a high-stakes, deeply personal fight.",Action,primary_release_date.desc|popularity.desc
Action,3,1122573,In the Grey,2026,2026-05-13,111.0813,6.642,272,https://image.tmdb.org/t/p/w500/dQgIcW6Th08kMRf2HBoYWoFE6OD.jpg,"A covert team of elite operatives are living in the shadows. When a ruthless despot steals a billion-dollar fortune, they're sent to take it back—an impossible heist that erupts into a deadly game of strategy, deception and survival.",Action,primary_release_date.desc|popularity.desc
Action,4,1439930,The Punisher: One Last Kill,2026,2026-05-12,126.4529,8.343,1717,https://image.tmdb.org/t/p/w500/qQclTgLMDvGBuUBFGHRipxkEwWR.jpg,"As Frank Castle searches for meaning beyond revenge, an unexpected force pulls him back into the fight.",Action,primary_release_date.desc|popularity.desc|vote_average.desc
Action,5,931285,Mortal Kombat II,2026,2026-05-06,274.8922,7.995,1668,https://image.tmdb.org/t/p/w500/hwRdDFIhaEmpRgoki805YvyyjZf.jpg,"The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.",Action,primary_release_date.desc|popularity.desc|vote_average.desc
Action,6,1630423,My Dearest Assassin,2026,2026-05-06,35.3054,8.639,255,https://image.tmdb.org/t/p/w500/ul4dQcA68mtSx8J56N5gEcaCCtP.jpg,"Hunted for her rare blood type, a caged woman vows to fight alongside the assassin she loves to protect their future when an old enemy resurfaces.",Action,primary_release_date.desc|popularity.desc|vote_average.desc
Action,7,1318447,Apex,2026,2026-04-24,65.9215,6.82,1528,https://image.tmdb.org/t/p/w500/eTp7gSPkSF3Aw79mNx1NkBP1PZT.jpg,A grieving woman pushing her limits on a solo adventure in the Australian wild is ensnared in a twisted game with a cunning killer who thinks she's prey.,Action,primary_release_date.desc|popularity.desc
Action,8,1292695,They Will Kill You,2026,2026-03-25,32.7297,7.013,824,https://image.tmdb.org/t/p/w500/nSXCFSvI2p5WLgMrOHACbVnEJSR.jpg,"A woman answers a help wanted ad to be a housekeeper in a mysterious New York City high-rise, unaware that she is entering a community that has seen a number of disappearances over the years and may be under the grip of a Satanic cult.",Action,primary_release_date.desc|popularity.desc
Action,9,1390300,Over Your Dead Body,2026,2026-03-14,44.6143,6.561,337,https://image.tmdb.org/t/p/w500/kZCauMzAt9eMAhLMopCqnFw1Q5k.jpg,"A dysfunctional couple head to a remote cabin to ""reconnect"", but each has secret intentions to kill the other.",Action,primary_release_date.desc|popularity.desc
Action,10,1084187,Pretty Lethal,2026,2026-03-13,35.9619,6.769,422,https://image.tmdb.org/t/p/w500/znTPnXCK3lEQJgqXCvP7e5FUz6f.jpg,A troupe of ballerinas find themselves fighting for survival as they attempt to escape from a remote inn after their bus breaks down on the way to a dance competition.,Action,primary_release_date.desc|popularity.desc
Action,11,1613798,Vengeance,2026,2026-02-26,43.712,7.49,262,https://image.tmdb.org/t/p/w500/ygWXPL0RS91JyJPNOfK34eV3bRE.jpg,"The brutal murder of the wife of “Toro,” a military hero in the special forces, turns him into a man with a single purpose: revenge. After a stroke of fate makes him a millionaire, Carlos transforms his fortune into an arsenal and, together with his closest soldiers, sets out to hunt down those responsible.",Action,primary_release_date.desc|popularity.desc
Action,12,1383731,Instinto protector,2026,2026-02-20,25.5743,8.548,356,https://image.tmdb.org/t/p/w500/icOZpnGuH9YrEaW3wrw5GJaXGih.jpg,"Nikki's life is shattered when her daughter is kidnapped. Thrust into the criminal underworld while hunted by cops and military, she must fight to rescue her child.",Action,primary_release_date.desc|popularity.desc|vote_average.desc
Action,13,1119449,"Good Luck, Have Fun, Don't Die",2026,2026-02-13,22.7131,7.038,615,https://image.tmdb.org/t/p/w500/rWcfOdY7TU6lTdazWj0ebDZnAfO.jpg,A 'Man from the Future' arrives at an LA diner where he must recruit the precise combination of disgruntled patrons to join him on a one-night quest to save the world from the terminal threat of a rogue artificial intelligence.,Action,primary_release_date.desc|popularity.desc
Action,14,1265609,War Machine,2026,2026-02-12,39.2447,7.405,1965,https://image.tmdb.org/t/p/w500/rFhKkXhk7ClU03jQ5rHIApJDwev.jpg,"On one last grueling mission during Army Ranger training, a combat engineer must lead his unit in a fight against a giant otherworldly killing machine.",Action,primary_release_date.desc|popularity.desc
Action,15,1290821,Shelter,2026,2026-01-28,43.8481,7.681,1304,https://image.tmdb.org/t/p/w500/buPFnHZ3xQy6vZEHxbHgL1Pc6CR.jpg,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",Action,primary_release_date.desc|popularity.desc
Action,16,1168190,The Wrecking Crew,2026,2026-01-28,29.7056,7.029,1089,https://image.tmdb.org/t/p/w500/gbVwHl4YPSq6BcC92TQpe7qUTh6.jpg,"Estranged half-brothers Jonny and James reunite after their father's mysterious death. As they search for the truth, buried secrets reveal a conspiracy threatening to tear their family apart.",Action,primary_release_date.desc|popularity.desc
Action,17,1236153,Mercy,2026,2026-01-19,18.5319,7.06,1422,https://image.tmdb.org/t/p/w500/pyok1kZJCfyuFapYXzHcy7BLlQa.jpg,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",Action,primary_release_date.desc|popularity.desc
Action,18,1306368,The Rip,2026,2026-01-13,20.9822,7.088,1693,https://image.tmdb.org/t/p/w500/4wsYWH73Hb1B6noGIFaRQSAkuXj.jpg,"Trust frays when a team of Miami cops discovers millions in cash inside a run-down stash house, calling everyone — and everything — into question.",Action,primary_release_date.desc|popularity.desc
Action,19,1043197,Dust Bunny,2025,2025-12-11,6.5663,6.7,328,https://image.tmdb.org/t/p/w500/qa5aZpO8tQqhlDaE0flalS1TuIS.jpg,"Ten-year-old Aurora asks her hitman neighbor to kill the monster under her bed that she claims ate her family. To protect her, he must battle an onslaught of assassins while accepting that some monsters are real.",Action,primary_release_date.desc
Action,20,1291608,Dhurandhar,2025,2025-12-05,59.8702,7.274,312,https://image.tmdb.org/t/p/w500/snBOuXDdhmTvlzMUvP9Em3Pp1u1.jpg,"A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",Action,primary_release_date.desc|popularity.desc
Action,21,1387382,Hunting Season,2025,2025-12-05,13.906,6.974,253,https://image.tmdb.org/t/p/w500/cbryTyaWdqrKpQCw6K7zm2jrB5v.jpg,"When a reclusive survivalist and his daughter rescue a mysterious, wounded woman from a river, they become entangled in a deadly web of violence and revenge, forcing them to confront a brutal criminal to survive.",Action,primary_release_date.desc
Action,22,1180831,Troll 2,2025,2025-11-30,7.1074,6.381,485,https://image.tmdb.org/t/p/w500/p6xAExLNFbHcLfvSuvLPoM8aqZU.jpg,"When a dangerous new troll unleashes devastation across their homeland, Nora, Andreas and Major Kris embark on their most perilous mission yet.",Action,primary_release_date.desc
Action,23,628847,Trap House,2025,2025-11-14,8.509,6.593,281,https://image.tmdb.org/t/p/w500/6tpAPeuuqbVnYWWPoOLEDLSBU7a.jpg,"An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves – their own rebellious teenagers, who have begun robbing from a dangerous cartel, using their parents' tactics and top-secret intel to do it.",Action,primary_release_date.desc
Action,24,798645,The Running Man,2025,2025-11-11,15.212,6.781,1659,https://image.tmdb.org/t/p/w500/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",Action,primary_release_date.desc
Action,25,1363123,The Family Plan 2,2025,2025-11-11,9.031,6.534,594,https://image.tmdb.org/t/p/w500/semFxuYx6HcrkZzslgAkBqfJvZk.jpg,"Now that Dan's assassin days are behind him, all he wants for Christmas is quality time with his kids. But when he learns his daughter has her own plans, he books a family trip to London—putting them all in the crosshairs of an unexpected enemy.",Action,primary_release_date.desc
Action,26,1242898,Predator: Badlands,2025,2025-11-05,44.3933,7.801,3162,https://image.tmdb.org/t/p/w500/pHpq9yNUIo6aDoCXEBzjSolywgz.jpg,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",Action,primary_release_date.desc|popularity.desc|vote_average.desc
Action,27,1248226,Playdate,2025,2025-11-04,10.9146,6.108,612,https://image.tmdb.org/t/p/w500/fGodXWqJkkkbSebPIlxLSygV8GY.jpg,"When out-of-work accountant Brian joins stay-at-home dad Jeff for a playdate with their sons, he expects a laid-back afternoon. Instead, they're chased by mercenaries, and Brian—totally unprepared—must survive one absurd obstacle after another.",Action,primary_release_date.desc
Action,28,1223601,Sisu: Road to Revenge,2025,2025-10-21,13.3357,7.311,803,https://image.tmdb.org/t/p/w500/roCMOuMQ55Z2TxVx1vZZTevlo0n.jpg,"Returning to the house where his family was brutally murdered during the war, ""the man who refuses to die"" dismantles it, loads it on a truck, and is determined to rebuild it somewhere safe in their honor. When the commander who killed his family comes back hellbent on finishing the job, a relentless, eye-popping cross-country chase ensues.",Action,primary_release_date.desc
Action,29,1266798,Dog 51,2025,2025-10-15,4.6837,6.1,312,https://image.tmdb.org/t/p/w500/olMvhbCRuhTbf6EMKxKGHi2on3L.jpg,"In the near future, Paris is divided into three zones that separate social classes, and no one can escape ALMA, a predictive AI that has revolutionized law enforcement. When ALMA’s creator is assassinated, Salia, a top agent, and Zem, a jaded cop, are forced to work together to solve a murder that may expose the dark secrets of the system they serve.",Action,primary_release_date.desc
Action,30,533533,TRON: Ares,2025,2025-10-08,18.8834,6.497,1459,https://image.tmdb.org/t/p/w500/chpWmskl3aKm1aTZqUHRCtviwPy.jpg,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.",Action,primary_release_date.desc|popularity.desc
Action,31,760329,The Smashing Machine,2025,2025-10-01,4.2864,6.383,627,https://image.tmdb.org/t/p/w500/cwwvrdYeIrARXdiv09GIO6XWK5l.jpg,"In the late 1990s, up-and-coming mixed martial artist Mark Kerr aspires to become the greatest fighter in the world. However, he must also battle his opioid dependence and a volatile relationship with his girlfriend Dawn.",Action,primary_release_date.desc
Action,32,941109,Play Dirty,2025,2025-09-30,10.9208,6.566,641,https://image.tmdb.org/t/p/w500/ovZ0zq0NwRghtWI1oLaM0lWuoEw.jpg,"Expert thief Parker gets a shot at a major heist, but to pull it off he and his team must outsmart a South American dictator, the New York mob, and the world's richest man.",Action,primary_release_date.desc
Action,33,1235746,Dead of Winter,2025,2025-09-23,9.5579,6.382,376,https://image.tmdb.org/t/p/w500/5DcrN62sGAiRJxt8rXSRlSRLwIE.jpg,"A widowed fisherwoman, travelling alone through snowbound northern Minnesota, interrupts the kidnapping of a teenage girl. Hours from the nearest town and with no phone service, she realizes that she is the young girl's only hope.",Action,primary_release_date.desc
Action,34,1218925,Chainsaw Man - The Movie: Reze Arc,2025,2025-09-19,27.1832,8.44,960,https://image.tmdb.org/t/p/w500/4IS7CHfTYDx8RZAXG7hU9J1ZcQy.jpg,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",Action,primary_release_date.desc|popularity.desc|vote_average.desc
Action,35,1252037,The Tank,2025,2025-09-18,9.6463,7.1,444,https://image.tmdb.org/t/p/w500/65Jr1JAgWlu9em8zHhAfrNJJQBt.jpg,"A German Tiger tank crew is sent on a dangerous mission to rescue the missing officer Paul von Hardenburg from a top-secret bunker behind enemy lines. As they make their way through the lethal no-man's land, they must confront not only the enemy, but also their own fears and inner demons. Fueled by the Wehrmacht's methamphetamine, their mission increasingly becomes a journey into the heart of darkness.",Action,primary_release_date.desc
Action,36,1161617,Code 3,2025,2025-09-12,4.8628,7.086,285,https://image.tmdb.org/t/p/w500/gIAYMDb5mIAeCAj76q1sRsKjkzo.jpg,A burned-out paramedic tries to survive his last 24 hours on the job while training a new recruit.,Action,primary_release_date.desc
Action,37,1257009,Primitive War,2025,2025-08-21,13.2896,6.648,366,https://image.tmdb.org/t/p/w500/noujgznyJIaurEinZhcSVzTmkLo.jpg,"During the Vietnam War, a recon unit ventures to an isolated jungle valley to uncover the fate of a missing platoon. They soon find themselves in a fight for their lives against an unexpected enemy — prehistoric dinosaurs.",Action,primary_release_date.desc
Action,38,1151334,Eenie Meanie,2025,2025-08-21,4.1202,6.319,329,https://image.tmdb.org/t/p/w500/12Va3oO3oYUdOd75zM57Nx1976a.jpg,A former teenage getaway driver gets dragged back into her unsavory past when a former employer offers her a chance to save the life of her chronically unreliable ex-boyfriend.,Action,primary_release_date.desc
Action,39,1088166,Relay,2025,2025-08-21,3.5793,6.973,445,https://image.tmdb.org/t/p/w500/mpwccO2L8LUVtVTJTdgUVgoQqAo.jpg,A broker of lucrative payoffs between corrupt corporations and the individuals who threaten them breaks his own rules when a new client seeks his protection to stay alive.,Action,primary_release_date.desc
Action,40,507244,Afterburn,2025,2025-08-20,5.5428,6.265,307,https://image.tmdb.org/t/p/w500/fSXZFZVfJmC2v0TkW711QD5o76N.jpg,"Set against the backdrop of a postapocalyptic Earth whose Eastern Hemisphere was destroyed by a massive solar flare, leaving what life remains mutated from radiation and fallout. The story revolves around a group of treasure hunters who extract such objects as the Mona Lisa, the Rosetta Stone and the Crown Jewels while facing rival hunters, mutants and pirates.",Action,primary_release_date.desc
Action,41,1419406,The Shadow's Edge,2025,2025-08-16,89.0269,7.813,900,https://image.tmdb.org/t/p/w500/cHKo3m8N1fwvEy2ZEr0xGmmMODV.jpg,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,Action,primary_release_date.desc|popularity.desc|vote_average.desc
Action,42,1007734,Nobody 2,2025,2025-08-13,12.5556,6.93,1620,https://image.tmdb.org/t/p/w500/svXVRoRSu6zzFtCzkRsjZS7Lqpd.jpg,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.",Action,primary_release_date.desc
Action,43,1196573,She Rides Shotgun,2025,2025-07-31,5.3815,7.012,291,https://image.tmdb.org/t/p/w500/nvqW8mOm818QDio3GKKmPLK8kXj.jpg,"Newly released from prison and marked for death by unrelenting enemies, Nate must now protect his estranged 11-year-old daughter, Polly, at all costs. With scant resources and no one to trust, Nate and Polly forge a bond under fire as he shows her how to fight and survive—and she teaches him the true meaning of unconditional love.",Action,primary_release_date.desc
Action,44,1035259,The Naked Gun,2025,2025-07-30,11.9409,6.372,1769,https://image.tmdb.org/t/p/w500/rwla9vqzrKVVKVKiOuROTIXGsxj.jpg,"Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr. Following in his father's footsteps, he must solve a murder case to prevent Police Squad from closure.",Action,primary_release_date.desc
Action,45,1106289,The Pickup,2025,2025-07-27,4.8327,6.397,481,https://image.tmdb.org/t/p/w500/vFWvWhfAvij8UIngg2Vf6JV95Cr.jpg,A routine cash pickup takes a wild turn when mismatched armored truck drivers Russell and Travis are ambushed by ruthless criminals led by savvy mastermind Zoe.,Action,primary_release_date.desc
Action,46,1241470,Osiris,2025,2025-07-25,7.2613,6.151,261,https://image.tmdb.org/t/p/w500/3YtZHtXPNG5AleisgEatEfZOT2w.jpg,"Special Forces commandos on a mission are abducted mid-operation by a mysterious spacecraft. Upon waking aboard, they find themselves prey to a relentless alien race in a fight for survival.",Action,primary_release_date.desc
Action,47,617126,The Fantastic 4: First Steps,2025,2025-07-23,22.6348,6.96,3433,https://image.tmdb.org/t/p/w500/nf5qaSEvyYSNeFH0YhSs5EsBLX9.jpg,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",Action,primary_release_date.desc|popularity.desc
Action,48,1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025,2025-07-18,104.1897,7.7,874,https://image.tmdb.org/t/p/w500/fWVSwgjpT2D78VUh6X8UBd2rorW.jpg,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",Action,primary_release_date.desc|popularity.desc
Action,49,1061474,Superman,2025,2025-07-09,40.4454,7.339,4931,https://image.tmdb.org/t/p/w500/ldyfo0BKmz5rWtJJKCvwaNS4cJT.jpg,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",Action,primary_release_date.desc|popularity.desc
Action,50,1429744,Ziam,2025,2025-07-08,4.0047,6.711,263,https://image.tmdb.org/t/p/w500/yHYj2t3NzsjkHVYa0bPri4sMBsg.jpg,"In a fight for survival against a horrifying army of zombies, a former Muay Thai fighter must use skill, speed and grit to save his girlfriend.",Action,primary_release_date.desc
Adventure,1,1228710,The Mandalorian and Grogu,2026,2026-05-20,180.214,6.7,522,https://image.tmdb.org/t/p/w500/5Vi8dSauVwH1HOsiZceDMbRr1Ca.jpg,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.",Adventure,primary_release_date.desc|popularity.desc
Adventure,2,931285,Mortal Kombat II,2026,2026-05-06,274.8922,7.995,1668,https://image.tmdb.org/t/p/w500/hwRdDFIhaEmpRgoki805YvyyjZf.jpg,"The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.",Adventure,primary_release_date.desc|popularity.desc|vote_average.desc
Adventure,3,1007757,Swapped,2026,2026-05-01,141.9467,8.96,1798,https://image.tmdb.org/t/p/w500/tHhxWxge06goXU6ZQH1hj7vK8Hd.jpg,"A small woodland creature and a majestic bird, two natural sworn enemies of the Valley, magically trade places and set off on an adventure of a lifetime to switch back. Their journey soon uncovers a greater threat—one that could endanger not only their species, but the entire valley they call home.",Adventure,primary_release_date.desc|popularity.desc|vote_average.desc
Adventure,4,1226863,The Super Mario Galaxy Movie,2026,2026-04-01,176.8494,8.223,2827,https://image.tmdb.org/t/p/w500/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.",Adventure,primary_release_date.desc|popularity.desc|vote_average.desc
Adventure,5,687163,Project Hail Mary,2026,2026-03-15,132.5652,8.688,5395,https://image.tmdb.org/t/p/w500/yihdXomYb5kTeSivtFndMy5iDmf.jpg,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.",Adventure,primary_release_date.desc|popularity.desc|vote_average.desc
Adventure,6,1327819,Hoppers,2026,2026-03-04,101.61,8.199,1727,https://image.tmdb.org/t/p/w500/xjtWQ2CL1mpmMNwuU5HeS4Iuwuu.jpg,"Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.",Adventure,primary_release_date.desc|popularity.desc|vote_average.desc
Adventure,7,840464,Greenland 2: Migration,2026,2026-01-07,56.5065,6.437,1244,https://image.tmdb.org/t/p/w500/z2tqCJLsw6uEJ8nJV8BsQXGa3dr.jpg,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",Adventure,primary_release_date.desc|popularity.desc
Adventure,8,1472638,Buen Camino,2025,2025-12-25,4.1598,6.252,571,https://image.tmdb.org/t/p/w500/9wpeQoaIJxsqULF6OvslFW1gDCT.jpg,"Checco's life is a comfortable and luxurious one, and it couldn't be otherwise, considering he's the only son of Eugenio Zalone, a wealthy sofa manufacturer. Stranded by the pool in his luxurious villas, with an unspecified number of Filipinos serving him, a very young Mexican model as a girlfriend, and vacationing on his yacht with friends who share his passion for not wanting to work; it seems like a truly enviable life, considering he lacks nothing, absolutely nothing. Actually, no. Something is missing. It's his underage daughter, Cristal, named after the famous French sparkling wine, who has suddenly disappeared without a trace. Urgently summoned to Rome by his ex-wife, Linda, he finds himself facing the responsibilities of fatherhood for the first time, trying to find the girl—a very complicated task, considering he knows absolutely nothing about Cristal and her life.",Adventure,primary_release_date.desc
Adventure,9,83533,Avatar: Fire and Ash,2025,2025-12-17,140.6391,7.599,3562,https://image.tmdb.org/t/p/w500/bRBeSHfGHwkEpImlhxPmOcUsaeg.jpg,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",Adventure,primary_release_date.desc|popularity.desc
Adventure,10,991494,The SpongeBob Movie: Search for SquarePants,2025,2025-12-16,21.9019,6.85,307,https://image.tmdb.org/t/p/w500/xJnOMMsFASxNiFnG7v3TNIQ3ife.jpg,"Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to the deepest depths of the deep sea, where no Sponge has gone before.",Adventure,primary_release_date.desc|popularity.desc
Adventure,11,1084242,Zootopia 2,2025,2025-11-26,72.2435,7.671,2993,https://image.tmdb.org/t/p/w500/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",Adventure,primary_release_date.desc|popularity.desc
Adventure,12,967941,Wicked: For Good,2025,2025-11-19,11.0609,6.626,1039,https://image.tmdb.org/t/p/w500/si9tolnefLSUKaqQEGz1bWArOaL.jpg,"As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.",Adventure,primary_release_date.desc
Adventure,13,1242898,Predator: Badlands,2025,2025-11-05,44.3933,7.801,3162,https://image.tmdb.org/t/p/w500/pHpq9yNUIo6aDoCXEBzjSolywgz.jpg,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",Adventure,primary_release_date.desc|popularity.desc
Adventure,14,533533,TRON: Ares,2025,2025-10-08,18.8834,6.497,1459,https://image.tmdb.org/t/p/w500/chpWmskl3aKm1aTZqUHRCtviwPy.jpg,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.",Adventure,primary_release_date.desc|popularity.desc
Adventure,15,1175942,The Bad Guys 2,2025,2025-07-24,15.5725,7.652,801,https://image.tmdb.org/t/p/w500/26oSPnq0ct59l07QOXZKyzsiRtN.jpg,"The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw coming: The Bad Girls.",Adventure,primary_release_date.desc
Adventure,16,617126,The Fantastic 4: First Steps,2025,2025-07-23,22.6348,6.96,3433,https://image.tmdb.org/t/p/w500/nf5qaSEvyYSNeFH0YhSs5EsBLX9.jpg,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",Adventure,primary_release_date.desc|popularity.desc
Adventure,17,1061474,Superman,2025,2025-07-09,40.4454,7.339,4931,https://image.tmdb.org/t/p/w500/ldyfo0BKmz5rWtJJKCvwaNS4cJT.jpg,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",Adventure,primary_release_date.desc|popularity.desc
Adventure,18,1234821,Jurassic World Rebirth,2025,2025-06-23,28.7907,6.27,3446,https://image.tmdb.org/t/p/w500/1RICxzeoNCAO5NpcRMIgg1XT6fm.jpg,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",Adventure,primary_release_date.desc|popularity.desc
Adventure,19,1022787,Elio,2025,2025-06-18,14.8195,6.9,1014,https://image.tmdb.org/t/p/w500/7z8jDiTZZco9moIKpTUImFtTy7o.jpg,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.",Adventure,primary_release_date.desc
Adventure,20,1087192,How to Train Your Dragon,2025,2025-06-06,23.5747,7.932,2895,https://image.tmdb.org/t/p/w500/q5pXRYTycaeW6dEgsCrd4mYPmxM.jpg,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",Adventure,primary_release_date.desc|popularity.desc|vote_average.desc
Adventure,21,1450599,K.O.,2025,2025-06-05,4.3563,6.48,274,https://image.tmdb.org/t/p/w500/qcM2sUiAeP4zXwx4ADSvgc9S58k.jpg,"A former fighter must find the missing son of an opponent he accidentally killed years ago, taking on a brutally violent crime gang in Marseille.",Adventure,primary_release_date.desc
Adventure,22,1137350,The Phoenician Scheme,2025,2025-05-23,5.7534,6.5,937,https://image.tmdb.org/t/p/w500/u2jxeYLXTYfu0bqJmnLGIgZswib.jpg,"Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreign terrorists, and determined assassins.",Adventure,primary_release_date.desc
Adventure,23,1098006,Fountain of Youth,2025,2025-05-19,5.4194,6.261,945,https://image.tmdb.org/t/p/w500/4iWjGghUj2uyHo2Hyw8NFBvsNGm.jpg,"A treasure-hunting mastermind assembles a team for a life-changing adventure. But to outwit and outrun threats at every turn, he'll need someone even smarter than he is: his estranged sister.",Adventure,primary_release_date.desc
